mesurement	 time stamp	N1S0	N3P0	 Ntot	ex.rate	time stamp 2		# AOM frequency A	# AOM frequency B	# Zeeman shift (Hz)	# fHgAOM (Hz)	# drift rate A	# drift rate B
48.000	-0.005	48.000	3512979450.659	815.540	356.976	1172.516	0.304	-0.348	-0.299
49.000	-0.352	49.000	3512979452.156	563.215	500.635	1063.850	0.471	-0.348	-0.299
50.000	-0.352	50.000	3512979453.656	1016.539	136.752	1153.291	0.119	-0.348	-1.920
51.000	-2.308	51.000	3512979455.156	1107.470	178.390	1285.860	0.139	-0.348	-1.920
52.000	-2.308	52.000	3512979456.656	619.070	561.216	1180.286	0.475	-3.291	-1.920
53.000	-5.599	53.000	3512979458.158	732.911	425.254	1158.165	0.367	-3.291	-1.920
54.000	-5.599	54.000	3512979459.656	867.399	452.979	1320.378	0.343	-3.291	3.149
55.000	-2.330	55.000	3512979461.156	715.418	336.947	1052.365	0.320	-3.291	3.149
56.000	-2.330	56.000	3512979462.658	1063.337	230.683	1294.019	0.178	-0.225	3.149
57.000	-2.567	57.000	3512979464.159	697.169	296.691	993.860	0.299	-0.225	3.149
58.000	-2.567	58.000	3512979465.656	709.024	195.854	904.878	0.216	-0.225	-1.327
59.000	-3.834	59.000	3512979467.157	708.314	384.603	1092.917	0.352	-0.225	-1.327
60.000	-3.834	60.000	3512979468.660	819.269	502.904	1322.174	0.380	-0.767	-1.327
61.000	-4.651	61.000	3512979470.158	844.311	252.192	1096.503	0.230	-0.767	-1.327
62.000	-4.651	62.000	3512979471.660	648.329	379.078	1027.407	0.369	-0.767	0.266
63.000	-4.309	63.000	3512979473.160	583.816	347.011	930.827	0.373	-0.767	0.266
64.000	-4.309	64.000	3512979474.658	781.618	337.934	1119.552	0.302	1.299	0.266
65.000	-2.997	65.000	3512979476.157	770.341	250.022	1020.362	0.245	1.299	0.266
66.000	-2.997	66.000	3512979477.656	884.227	158.952	1043.179	0.152	1.299	-0.663
67.000	-3.614	67.000	3512979479.158	864.114	139.416	1003.530	0.139	1.299	-0.663
68.000	-3.614	68.000	3512979480.659	866.023	276.070	1142.093	0.242	-0.866	-0.663
69.000	-4.510	69.000	3512979482.157	798.535	261.171	1059.706	0.246	-0.866	-0.663
70.000	-4.510	70.000	3512979483.660	679.587	339.907	1019.494	0.333	-0.866	0.961
71.000	-3.452	71.000	3512979485.158	648.285	472.614	1120.899	0.422	-0.866	0.961
72.000	-3.452	72.000	3512979486.656	934.932	193.091	1128.022	0.171	0.813	0.961
73.000	-2.630	73.000	3512979488.156	818.293	261.368	1079.661	0.242	0.813	0.961
74.000	-2.630	74.000	3512979489.656	790.942	337.046	1127.988	0.299	0.813	-2.342
75.000	-4.987	75.000	3512979491.156	1028.483	135.667	1164.149	0.117	0.813	-2.342
76.000	-4.987	76.000	3512979492.658	836.231	415.091	1251.322	0.332	0.530	-2.342
77.000	-4.421	77.000	3512979494.158	747.786	267.486	1015.271	0.263	0.530	-2.342
78.000	-4.421	78.000	3512979495.658	816.206	164.280	980.486	0.168	0.530	2.012
79.000	-2.324	79.000	3512979497.160	944.167	219.139	1163.306	0.188	0.530	2.012
80.000	-2.324	80.000	3512979498.659	1015.207	177.107	1192.314	0.149	-0.897	2.012
81.000	-3.228	81.000	3512979500.160	860.872	187.171	1048.043	0.179	-0.897	2.012
82.000	-3.228	82.000	3512979501.660	941.725	187.072	1128.797	0.166	-0.897	-0.372
83.000	-3.530	83.000	3512979503.160	685.492	441.435	1126.927	0.392	-0.897	-0.372
84.000	-3.530	84.000	3512979504.660	999.267	197.136	1196.404	0.165	-0.120	-0.372
85.000	-3.664	85.000	3512979506.160	791.608	251.798	1043.406	0.241	-0.120	-0.372
86.000	-3.664	86.000	3512979507.660	817.183	168.523	985.706	0.171	-0.120	-2.122
87.000	-5.818	87.000	3512979509.158	984.305	241.635	1225.939	0.197	-0.120	-2.122
88.000	-5.818	88.000	3512979510.658	733.933	433.640	1167.573	0.371	-0.658	-2.122
89.000	-6.523	89.000	3512979512.158	911.799	200.392	1112.191	0.180	-0.658	-2.122
90.000	-6.523	90.000	3512979513.658	941.947	207.200	1149.147	0.180	-0.658	1.630
91.000	-4.845	91.000	3512979515.160	793.828	362.995	1156.823	0.314	-0.658	1.630
92.000	-4.845	92.000	3512979516.661	995.982	190.328	1186.310	0.160	0.001	1.630
93.000	-4.894	93.000	3512979518.160	799.911	365.758	1165.669	0.314	0.001	1.630
94.000	-4.894	94.000	3512979519.660	731.313	258.310	989.623	0.261	0.001	-1.434
95.000	-6.349	95.000	3512979521.160	794.761	296.987	1091.748	0.272	0.001	-1.434
96.000	-6.349	96.000	3512979522.660	846.931	344.248	1191.179	0.289	-0.493	-1.434
97.000	-6.919	97.000	3512979524.158	649.573	374.539	1024.112	0.366	-0.493	-1.434
98.000	-6.919	98.000	3512979525.660	868.687	273.011	1141.698	0.239	-0.493	0.159
99.000	-6.775	99.000	3512979527.158	809.946	382.235	1192.181	0.321	-0.493	0.159
100.000	-6.775	100.000	3512979528.658	930.092	212.824	1142.916	0.186	-1.184	0.159
101.000	-8.098	101.000	3512979530.158	925.208	191.019	1116.227	0.171	-1.184	0.159
102.000	-8.098	102.000	3512979531.658	681.674	343.360	1025.034	0.335	-1.184	-1.257
103.000	-9.433	103.000	3512979533.162	987.723	128.563	1116.286	0.115	-1.184	-1.257
104.000	-9.433	104.000	3512979534.659	878.322	268.966	1147.287	0.234	1.532	-1.257
105.000	-7.971	105.000	3512979536.158	849.018	176.909	1025.927	0.172	1.532	-1.257
106.000	-7.971	106.000	3512979537.660	798.579	131.819	930.398	0.142	1.532	1.115
