mesurement	 time stamp	N1S0	N3P0	 Ntot	ex.rate	time stamp 2		# AOM frequency A	# AOM frequency B	# Zeeman shift (Hz)	# fHgAOM (Hz)	# drift rate A	# drift rate B
28.000	3.931	28.000	3512016839.073	1473.194	375.131	1848.325	0.203	3.803	1.443	3.143	2.543
29.000	0.631	29.000	3512016840.572	804.662	1377.881	2182.543	0.631	3.803	1.443	3.143	2.543
30.000	0.631	30.000	3512016842.063	2269.109	97.285	2366.394	0.041	3.803	1.443	3.143	-2.731
31.000	3.361	31.000	3512016843.572	1330.980	798.313	2129.293	0.375	3.803	1.443	3.143	-2.731
44.000	0.865	44.000	3512016863.072	1363.037	236.208	1599.245	0.148	1.200	-0.848	0.284	0.684
45.000	0.669	45.000	3512016864.573	1756.954	698.758	2455.712	0.285	1.200	-0.848	0.284	0.684
46.000	0.669	46.000	3512016866.065	1598.091	505.569	2103.659	0.240	1.200	-0.848	0.284	-0.942
47.000	1.621	47.000	3512016867.574	1705.139	492.840	2197.980	0.224	1.200	-0.848	0.284	-0.942
48.000	1.621	48.000	3512016869.064	1169.364	969.894	2139.258	0.453	-1.672	-0.848	0.284	-0.942
49.000	-0.147	49.000	3512016870.573	1491.087	510.502	2001.588	0.255	-1.672	-0.848	0.284	-0.942
50.000	-0.147	50.000	3512016872.073	1472.083	541.878	2013.961	0.269	-1.672	-1.200	0.284	-0.942
51.000	-1.416	51.000	3512016873.573	1413.253	191.710	1604.963	0.119	-1.672	-1.200	0.284	-0.942
52.000	-1.416	52.000	3512016875.073	884.227	686.721	1570.948	0.437	-1.672	-1.200	-0.393	-0.942
53.000	-0.911	53.000	3512016876.572	1692.085	574.142	2266.227	0.253	-1.672	-1.200	-0.393	-0.942
54.000	-0.911	54.000	3512016878.073	1601.510	794.662	2396.172	0.332	-1.672	-1.200	-0.393	2.039
55.000	-3.040	55.000	3512016879.573	1178.377	803.443	1981.821	0.405	-1.672	-1.200	-0.393	2.039
56.000	-3.040	56.000	3512016881.064	1971.895	154.413	2126.308	0.073	0.125	-1.200	-0.393	2.039
57.000	-3.011	57.000	3512016882.563	1242.802	551.054	1793.855	0.307	0.125	-1.200	-0.393	2.039
58.000	-3.011	58.000	3512016884.072	1356.599	814.297	2170.896	0.375	0.125	2.826	-0.393	2.039
59.000	-0.116	59.000	3512016885.564	1148.585	685.043	1833.628	0.374	0.125	2.826	-0.393	2.039
60.000	-0.116	60.000	3512016887.074	1590.143	373.552	1963.695	0.190	0.125	2.826	0.696	2.039
61.000	-0.730	61.000	3512016888.573	1508.092	914.049	2422.141	0.377	0.125	2.826	0.696	2.039
62.000	-0.730	62.000	3512016890.073	1574.248	647.254	2221.502	0.291	0.125	2.826	0.696	-2.960
63.000	2.283	63.000	3512016891.574	1543.346	597.822	2141.167	0.279	0.125	2.826	0.696	-2.960
64.000	2.283	64.000	3512016893.064	1597.158	580.161	2177.319	0.266	0.604	2.826	0.696	-2.960
65.000	2.817	65.000	3512016894.573	1232.190	509.515	1741.705	0.293	0.604	2.826	0.696	-2.960
66.000	2.817	66.000	3512016896.072	1843.179	509.713	2352.892	0.217	0.604	-1.631	0.696	-2.960
67.000	1.177	67.000	3512016897.564	1252.170	507.147	1759.317	0.288	0.604	-1.631	0.696	-2.960
68.000	1.177	68.000	3512016899.073	1241.292	605.715	1847.007	0.328	0.604	-1.631	-0.765	-2.960
69.000	2.067	69.000	3512016900.564	1824.309	547.995	2372.304	0.231	0.604	-1.631	-0.765	-2.960
70.000	2.067	70.000	3512016902.066	1630.769	702.606	2333.375	0.301	0.604	-1.631	-0.765	-0.113
71.000	2.241	71.000	3512016903.574	1800.599	97.285	1897.885	0.051	0.604	-1.631	-0.765	-0.113
72.000	2.241	72.000	3512016905.074	1408.236	717.998	2126.234	0.338	-0.675	-1.631	-0.765	-0.113
73.000	1.459	73.000	3512016906.573	1408.503	579.470	1987.973	0.291	-0.675	-1.631	-0.765	-0.113
74.000	1.459	74.000	3512016908.073	1431.280	703.987	2135.267	0.330	-0.675	0.353	-0.765	-0.113
75.000	1.820	75.000	3512016909.565	1249.639	398.515	1648.154	0.242	-0.675	0.353	-0.765	-0.113
76.000	1.820	76.000	3512016911.073	1295.238	455.051	1750.289	0.260	-0.675	0.353	0.624	-0.113
77.000	1.296	77.000	3512016912.573	1657.720	589.337	2247.057	0.262	-0.675	0.353	0.624	-0.113
78.000	1.296	78.000	3512016914.072	1947.830	265.019	2212.849	0.120	-0.675	0.353	0.624	2.548
79.000	-1.315	79.000	3512016915.566	1125.763	979.366	2105.129	0.465	-0.675	0.353	0.624	2.548
80.000	-1.315	80.000	3512016917.073	1889.977	187.960	2077.937	0.090	0.340	0.353	0.624	2.548
81.000	-1.071	81.000	3512016918.573	1596.137	499.353	2095.490	0.238	0.340	0.353	0.624	2.548
82.000	-1.071	82.000	3512016920.074	1592.985	549.475	2142.460	0.256	0.340	0.162	0.624	2.548
83.000	-0.893	83.000	3512016921.574	1018.537	656.627	1675.164	0.392	0.340	0.162	0.624	2.548
84.000	-0.893	84.000	3512016923.074	1510.001	275.280	1785.281	0.154	0.340	0.162	-1.268	2.548
85.000	0.544	85.000	3512016924.574	1608.969	687.115	2296.084	0.299	0.340	0.162	-1.268	2.548
86.000	0.544	86.000	3512016926.074	1856.144	398.910	2255.053	0.177	0.340	0.162	-1.268	-3.334
87.000	3.978	87.000	3512016927.573	1793.495	331.027	2124.522	0.156	0.340	0.162	-1.268	-3.334
88.000	3.978	88.000	3512016929.064	1662.515	636.795	2299.311	0.277	0.162	0.162	-1.268	-3.334
89.000	4.047	89.000	3512016930.573	1107.825	665.606	1773.431	0.375	0.162	0.162	-1.268	-3.334
90.000	4.047	90.000	3512016932.073	1726.717	372.862	2099.579	0.178	0.162	-2.115	-1.268	-3.334
91.000	1.843	91.000	3512016933.573	1305.672	396.542	1702.214	0.233	0.162	-2.115	-1.268	-3.334
92.000	1.843	92.000	3512016935.073	1009.657	577.201	1586.858	0.364	0.162	-2.115	-1.089	-3.334
93.000	3.163	93.000	3512016936.574	2206.549	374.539	2581.088	0.145	0.162	-2.115	-1.089	-3.334
94.000	3.163	94.000	3512016938.075	1239.516	1002.849	2242.365	0.447	0.162	-2.115	-1.089	1.078
95.000	2.136	95.000	3512016939.567	1156.754	914.740	2071.494	0.442	0.162	-2.115	-1.089	1.078
96.000	2.136	96.000	3512016941.074	1404.462	774.929	2179.391	0.356	-1.759	-2.115	-1.089	1.078
97.000	0.192	97.000	3512016942.574	1683.960	408.776	2092.737	0.195	-1.759	-2.115	-1.089	1.078
98.000	0.192	98.000	3512016944.074	1272.772	781.441	2054.212	0.380	-1.759	1.163	-1.089	1.078
99.000	1.321	99.000	3512016945.573	1192.985	458.504	1651.489	0.278	-1.759	1.163	-1.089	1.078
100.000	1.321	100.000	3512016947.074	1561.994	300.539	1862.533	0.161	-1.759	1.163	2.688	1.078
101.000	-1.258	101.000	3512016948.573	1502.853	966.046	2468.899	0.391	-1.759	1.163	2.688	1.078
102.000	-1.258	102.000	3512016950.071	2239.760	272.912	2512.673	0.109	-1.759	1.163	2.688	-0.765
103.000	-0.401	103.000	3512016951.574	1584.505	525.203	2109.708	0.249	-1.759	1.163	2.688	-0.765
104.000	-0.401	104.000	3512016953.073	1310.956	574.734	1885.690	0.305	1.646	1.163	2.688	-0.765
105.000	1.134	105.000	3512016954.574	938.484	780.059	1718.543	0.454	1.646	1.163	2.688	-0.765
106.000	1.134	106.000	3512016956.073	2096.393	67.093	2163.486	0.031	1.646	-1.034	2.688	-0.765
107.000	0.011	107.000	3512016957.574	1370.541	352.142	1722.682	0.204	1.646	-1.034	2.688	-0.765
108.000	0.011	108.000	3512016959.074	1362.859	289.686	1652.545	0.175	1.646	-1.034	-2.515	-0.765
109.000	2.766	109.000	3512016960.565	1866.578	553.915	2420.493	0.229	1.646	-1.034	-2.515	-0.765
110.000	2.766	110.000	3512016962.067	1466.134	738.718	2204.852	0.335	1.646	-1.034	-2.515	0.497
111.000	2.341	111.000	3512016963.574	1353.624	800.385	2154.009	0.372	1.646	-1.034	-2.515	0.497
112.000	2.341	112.000	3512016965.073	1756.954	378.486	2135.440	0.177	-3.762	-1.034	-2.515	0.497
113.000	-1.727	113.000	3512016966.573	1958.219	308.531	2266.750	0.136	-3.762	-1.034	-2.515	0.497
114.000	-1.727	114.000	3512016968.074	1048.551	870.833	1919.384	0.454	-3.762	-0.259	-2.515	0.497
115.000	-2.092	115.000	3512016969.573	1379.021	441.435	1820.456	0.242	-3.762	-0.259	-2.515	0.497
116.000	-2.092	116.000	3512016971.075	1126.029	731.219	1857.249	0.394	-3.762	-0.259	0.945	0.497
117.000	-2.831	117.000	3512016972.574	1999.867	642.617	2642.483	0.243	-3.762	-0.259	0.945	0.497
118.000	-2.831	118.000	3512016974.074	1596.581	728.457	2325.038	0.313	-3.762	-0.259	0.945	-1.729
119.000	-0.941	119.000	3512016975.574	1808.680	407.888	2216.569	0.184	-3.762	-0.259	0.945	-1.729
120.000	-0.941	120.000	3512016977.074	1470.751	798.214	2268.965	0.352	2.825	-0.259	0.945	-1.729
121.000	1.705	121.000	3512016978.565	1361.882	483.566	1845.448	0.262	2.825	-0.259	0.945	-1.729
122.000	1.705	122.000	3512016980.074	1555.866	666.691	2222.558	0.300	2.825	1.345	0.945	-1.729
123.000	3.006	123.000	3512016981.574	1147.430	634.033	1781.463	0.356	2.825	1.345	0.945	-1.729
124.000	3.006	124.000	3512016983.072	1373.560	261.171	1634.731	0.160	2.825	1.345	0.624	-1.729
125.000	2.566	125.000	3512016984.574	1919.858	601.177	2521.035	0.238	2.825	1.345	0.624	-1.729
126.000	2.566	126.000	3512016986.074	1401.487	1061.753	2463.240	0.431	2.825	1.345	0.624	1.493
127.000	1.169	127.000	3512016987.574	1533.844	367.731	1901.575	0.193	2.825	1.345	0.624	1.493
128.000	1.169	128.000	3512016989.074	1439.139	755.097	2194.235	0.344	0.337	1.345	0.624	1.493
129.000	1.334	129.000	3512016990.574	1436.119	546.515	1982.635	0.276	0.337	1.345	0.624	1.493
130.000	1.334	130.000	3512016992.073	1333.511	507.641	1841.151	0.276	0.337	-1.745	0.624	1.493
131.000	-0.544	131.000	3512016993.574	1256.077	444.790	1700.867	0.262	0.337	-1.745	0.624	1.493
132.000	-0.544	132.000	3512016995.074	1022.577	981.142	2003.720	0.490	0.337	-1.745	1.713	1.493
133.000	-2.149	133.000	3512016996.574	1388.744	1016.070	2404.815	0.423	0.337	-1.745	1.713	1.493
134.000	-2.149	134.000	3512016998.074	1522.566	648.438	2171.004	0.299	0.337	-1.745	1.713	1.341
135.000	-3.457	135.000	3512016999.574	1184.327	848.435	2032.762	0.417	0.337	-1.745	1.713	1.341
136.000	-3.457	136.000	3512017001.072	1597.469	519.974	2117.443	0.246	0.001	-1.745	1.713	1.341
137.000	-3.637	137.000	3512017002.574	1638.983	394.075	2033.058	0.194	0.001	-1.745	1.713	1.341
138.000	-3.637	138.000	3512017004.073	1706.116	259.198	1965.314	0.132	0.001	2.030	1.713	1.341
139.000	-1.646	139.000	3512017005.566	1257.631	752.137	2009.768	0.374	0.001	2.030	1.713	1.341
140.000	-1.646	140.000	3512017007.074	1399.090	468.569	1867.658	0.251	0.001	2.030	-1.102	1.341
141.000	-0.376	141.000	3512017008.575	1458.941	865.406	2324.347	0.372	0.001	2.030	-1.102	1.341
