mesurement	 time stamp	N1S0	N3P0	 Ntot	ex.rate	time stamp 2		# AOM frequency A	# AOM frequency B	# Zeeman shift (Hz)	# fHgAOM (Hz)	# drift rate A	# drift rate B
22.000	-0.337	22.000	3512020824.997	1660.784	103.403	1764.187	0.059	-1.047	0.190	-0.535	-0.796
23.000	0.498	23.000	3512020826.496	1020.979	586.870	1607.849	0.365	-1.047	0.190	-0.535	-0.796
24.000	0.498	24.000	3512020827.996	1473.504	249.923	1723.427	0.145	-2.589	0.190	-0.535	-0.796
25.000	-2.276	25.000	3512020829.496	1074.703	624.363	1699.066	0.367	-2.589	0.190	-0.535	-0.796
26.000	-2.276	26.000	3512020830.995	1371.606	383.222	1754.828	0.218	-2.589	-3.159	-0.535	-0.796
27.000	-5.582	27.000	3512020832.496	1272.550	365.560	1638.110	0.223	-2.589	-3.159	-0.535	-0.796
28.000	-5.582	28.000	3512020833.995	1187.035	503.891	1690.926	0.298	-2.589	-3.159	-3.876	-0.796
29.000	-1.485	29.000	3512020835.497	883.428	831.070	1714.498	0.485	-2.589	-3.159	-3.876	-0.796
30.000	-1.485	30.000	3512020836.996	1273.793	480.112	1753.905	0.274	-2.589	-3.159	-3.876	-1.957
31.000	0.612	31.000	3512020838.497	1200.089	332.803	1532.892	0.217	-2.589	-3.159	-3.876	-1.957
32.000	0.612	32.000	3512020839.997	1221.268	227.624	1448.892	0.157	-1.326	-3.159	-3.876	-1.957
33.000	-0.974	33.000	3512020841.497	1288.534	392.398	1680.932	0.233	-1.326	-3.159	-3.876	-1.957
34.000	-0.974	34.000	3512020842.997	1295.549	506.851	1802.400	0.281	-1.326	0.666	-3.876	-1.957
35.000	-0.431	35.000	3512020844.496	1043.401	461.464	1504.865	0.307	-1.326	0.666	-3.876	-1.957
36.000	-0.431	36.000	3512020845.997	1373.515	163.787	1537.302	0.107	-1.326	0.666	-1.877	-1.957
37.000	1.773	37.000	3512020847.497	1616.561	305.275	1921.836	0.159	-1.326	0.666	-1.877	-1.957
38.000	1.773	38.000	3512020848.996	1029.859	605.321	1635.180	0.370	-1.326	0.666	-1.877	-0.534
39.000	2.480	39.000	3512020850.496	1186.547	612.819	1799.366	0.341	-1.326	0.666	-1.877	-0.534
40.000	2.480	40.000	3512020851.996	1280.986	203.550	1484.535	0.137	0.425	0.666	-1.877	-0.534
41.000	2.654	41.000	3512020853.496	1330.136	380.755	1710.891	0.223	0.425	0.666	-1.877	-0.534
42.000	2.654	42.000	3512020854.996	1388.833	241.635	1630.468	0.148	0.425	-1.780	-1.877	-0.534
43.000	0.656	43.000	3512020856.497	1144.322	402.462	1546.784	0.260	0.425	-1.780	-1.877	-0.534
44.000	0.656	44.000	3512020857.997	1075.591	417.656	1493.247	0.280	0.425	-1.780	1.880	-0.534
45.000	-0.975	45.000	3512020859.497	1102.897	505.766	1608.663	0.314	0.425	-1.780	1.880	-0.534
46.000	-0.975	46.000	3512020860.998	1624.376	227.624	1852.000	0.123	0.425	-1.780	1.880	-1.810
47.000	1.108	47.000	3512020862.497	1263.936	156.190	1420.125	0.110	0.425	-1.780	1.880	-1.810
48.000	1.108	48.000	3512020863.997	1096.282	421.504	1517.786	0.278	-0.661	-1.780	1.880	-1.810
49.000	0.149	49.000	3512020865.496	1074.037	511.587	1585.624	0.323	-0.661	-1.780	1.880	-1.810
50.000	0.149	50.000	3512020866.996	1276.990	542.371	1819.361	0.298	-0.661	0.174	1.880	-1.810
51.000	0.103	51.000	3512020868.491	1391.764	203.451	1595.215	0.128	-0.661	0.174	1.880	-1.810
52.000	0.103	52.000	3512020869.997	1412.720	357.075	1769.795	0.202	-0.661	0.174	-1.704	-1.810
53.000	2.154	53.000	3512020871.497	1415.784	394.075	1809.859	0.218	-0.661	0.174	-1.704	-1.810
54.000	2.154	54.000	3512020872.997	1052.592	542.667	1595.259	0.340	-0.661	0.174	-1.704	1.492
55.000	0.873	55.000	3512020874.497	985.459	215.291	1200.750	0.179	-0.661	0.174	-1.704	1.492
56.000	0.873	56.000	3512020875.997	1370.718	331.718	1702.436	0.195	-0.218	0.174	-1.704	1.492
57.000	0.332	57.000	3512020877.497	1258.697	328.462	1587.158	0.207	-0.218	0.174	-1.704	1.492
58.000	0.332	58.000	3512020878.997	980.575	639.657	1620.232	0.395	-0.218	0.660	-1.704	1.492
59.000	0.795	59.000	3512020880.497	918.282	424.464	1342.746	0.316	-0.218	0.660	-1.704	1.492
60.000	0.795	60.000	3512020881.996	1186.325	139.909	1326.234	0.105	-0.218	0.660	1.089	1.492
61.000	0.015	61.000	3512020883.497	1211.766	503.990	1715.756	0.294	-0.218	0.660	1.089	1.492
62.000	0.015	62.000	3512020884.996	1410.234	372.368	1782.603	0.209	-0.218	0.660	1.089	0.138
63.000	0.092	63.000	3512020886.497	1081.896	390.030	1471.926	0.265	-0.218	0.660	1.089	0.138
64.000	0.092	64.000	3512020887.997	1352.914	135.568	1488.482	0.091	1.671	0.660	1.089	0.138
65.000	1.507	65.000	3512020889.497	1030.436	609.761	1640.197	0.372	1.671	0.660	1.089	0.138
66.000	1.507	66.000	3512020890.997	1702.564	96.891	1799.455	0.054	1.671	-1.874	1.089	0.138
67.000	-0.667	67.000	3512020892.496	979.598	336.947	1316.545	0.256	1.671	-1.874	1.089	0.138
68.000	-0.667	68.000	3512020893.998	1115.551	437.883	1553.434	0.282	1.671	-1.874	-0.755	0.138
69.000	0.450	69.000	3512020895.497	1357.798	278.339	1636.137	0.170	1.671	-1.874	-0.755	0.138
70.000	0.450	70.000	3512020896.997	1335.376	381.544	1716.920	0.222	1.671	-1.874	-0.755	-1.547
71.000	2.301	71.000	3512020898.497	1052.947	551.942	1604.889	0.344	1.671	-1.874	-0.755	-1.547
72.000	2.301	72.000	3512020899.996	1281.652	428.214	1709.865	0.250	-2.828	-1.874	-0.755	-1.547
73.000	-0.937	73.000	3512020901.496	1523.588	322.246	1845.833	0.175	-2.828	-1.874	-0.755	-1.547
74.000	-0.937	74.000	3512020902.997	1077.767	663.337	1741.103	0.381	-2.828	0.231	-0.755	-1.547
75.000	-1.011	75.000	3512020904.497	1195.072	270.446	1465.517	0.185	-2.828	0.231	-0.755	-1.547
76.000	-1.011	76.000	3512020905.997	1345.499	226.046	1571.545	0.144	-2.828	0.231	0.464	-1.547
